Datum;Tag;Monat;Stunde;Verbrauch
17.03. 19:00;17;03;19;0,20043
17.03. 20:00;17;03;20;0,19762
17.03. 21:00;17;03;21;0,17239
17.03. 22:00;17;03;22;0,11673
17.03. 23:00;17;03;23;0,075125
18.03. 00:00;18;03;00;0,063716
18.03. 01:00;18;03;01;0,039619
18.03. 02:00;18;03;02;0,033074
18.03. 03:00;18;03;03;0,031595
18.03. 04:00;18;03;04;0,031444
18.03. 05:00;18;03;05;0,028511
18.03. 06:00;18;03;06;0,062813
18.03. 07:00;18;03;07;0,082071
18.03. 08:00;18;03;08;0,088641
18.03. 09:00;18;03;09;0,11966
18.03. 10:00;18;03;10;0,16066
18.03. 11:00;18;03;11;0,16958
18.03. 12:00;18;03;12;0,15742
18.03. 13:00;18;03;13;0,15386
18.03. 14:00;18;03;14;0,15973
18.03. 15:00;18;03;15;0,18393
18.03. 16:00;18;03;16;0,20344
18.03. 17:00;18;03;17;0,23287
18.03. 18:00;18;03;18;0,25103
18.03. 19:00;18;03;19;0,24754
18.03. 20:00;18;03;20;0,2418
18.03. 21:00;18;03;21;0,21249
18.03. 22:00;18;03;22;0,15807
18.03. 23:00;18;03;23;0,10544
19.03. 00:00;19;03;00;0,063716
19.03. 01:00;19;03;01;0,039619
19.03. 02:00;19;03;02;0,033074
19.03. 03:00;19;03;03;0,031595
19.03. 04:00;19;03;04;0,031444
19.03. 05:00;19;03;05;0,028511
19.03. 06:00;19;03;06;0,062813
19.03. 07:00;19;03;07;0,082071
19.03. 08:00;19;03;08;0,088641
19.03. 09:00;19;03;09;0,11966
19.03. 10:00;19;03;10;0,16066
19.03. 11:00;19;03;11;0,16958
19.03. 12:00;19;03;12;0,15742
19.03. 13:00;19;03;13;0,15386
19.03. 14:00;19;03;14;0,15973
19.03. 15:00;19;03;15;0,18393
19.03. 16:00;19;03;16;0,20344
19.03. 17:00;19;03;17;0,23287
19.03. 18:00;19;03;18;0,25103
19.03. 19:00;19;03;19;0,24754
19.03. 20:00;19;03;20;0,2418
19.03. 21:00;19;03;21;0,21249
19.03. 22:00;19;03;22;0,15807
19.03. 23:00;19;03;23;0,10544
20.03. 00:00;20;03;00;0,063716
20.03. 01:00;20;03;01;0,039619
20.03. 02:00;20;03;02;0,033074
20.03. 03:00;20;03;03;0,031595
20.03. 04:00;20;03;04;0,031444
20.03. 05:00;20;03;05;0,028511
20.03. 06:00;20;03;06;0,062813
20.03. 07:00;20;03;07;0,082071
20.03. 08:00;20;03;08;0,088641
20.03. 09:00;20;03;09;0,11966
20.03. 10:00;20;03;10;0,16066
20.03. 11:00;20;03;11;0,16958
20.03. 12:00;20;03;12;0,15742
20.03. 13:00;20;03;13;0,15386
20.03. 14:00;20;03;14;0,15973
20.03. 15:00;20;03;15;0,18393
20.03. 16:00;20;03;16;0,20344
20.03. 17:00;20;03;17;0,23287
20.03. 18:00;20;03;18;0,25103
20.03. 19:00;20;03;19;0,24754
20.03. 20:00;20;03;20;0,2418
20.03. 21:00;20;03;21;0,21249
20.03. 22:00;20;03;22;0,15807
20.03. 23:00;20;03;23;0,10544
21.03. 00:00;21;03;00;0,058852
21.03. 01:00;21;03;01;0,037011
21.03. 02:00;21;03;02;0,029965
21.03. 03:00;21;03;03;0,029263
21.03. 04:00;21;03;04;0,03004
21.03. 05:00;21;03;05;0,028009
21.03. 06:00;21;03;06;0,05682
21.03. 07:00;21;03;07;0,06665
21.03. 08:00;21;03;08;0,072668
21.03. 09:00;21;03;09;0,1086
21.03. 10:00;21;03;10;0,13952
21.03. 11:00;21;03;11;0,15118
21.03. 12:00;21;03;12;0,14566
21.03. 13:00;21;03;13;0,14057
21.03. 14:00;21;03;14;0,14155
21.03. 15:00;21;03;15;0,15672
21.03. 16:00;21;03;16;0,16778
21.03. 17:00;21;03;17;0,18731
21.03. 18:00;21;03;18;0,2071
21.03. 19:00;21;03;19;0,21189
21.03. 20:00;21;03;20;0,21339
21.03. 21:00;21;03;21;0,19742
21.03. 22:00;21;03;22;0,151
21.03. 23:00;21;03;23;0,097643
22.03. 00:00;22;03;00;0,058852
22.03. 01:00;22;03;01;0,037011
22.03. 02:00;22;03;02;0,029965
22.03. 03:00;22;03;03;0,029263
22.03. 04:00;22;03;04;0,03004
22.03. 05:00;22;03;05;0,028009
22.03. 06:00;22;03;06;0,05682
22.03. 07:00;22;03;07;0,06665
22.03. 08:00;22;03;08;0,072668
22.03. 09:00;22;03;09;0,1086
22.03. 10:00;22;03;10;0,13952
22.03. 11:00;22;03;11;0,15118
22.03. 12:00;22;03;12;0,14566
22.03. 13:00;22;03;13;0,14057
22.03. 14:00;22;03;14;0,14155
22.03. 15:00;22;03;15;0,15672
22.03. 16:00;22;03;16;0,16778
22.03. 17:00;22;03;17;0,18731
22.03. 18:00;22;03;18;0,2071
22.03. 19:00;22;03;19;0,21189
22.03. 20:00;22;03;20;0,21339
22.03. 21:00;22;03;21;0,19742
22.03. 22:00;22;03;22;0,151
22.03. 23:00;22;03;23;0,097643
23.03. 00:00;23;03;00;0,065496
23.03. 01:00;23;03;01;0,042553
23.03. 02:00;23;03;02;0,030817
23.03. 03:00;23;03;03;0,028661
23.03. 04:00;23;03;04;0,026429
23.03. 05:00;23;03;05;0,025451
23.03. 06:00;23;03;06;0,052508
23.03. 07:00;23;03;07;0,060381
23.03. 08:00;23;03;08;0,06176
23.03. 09:00;23;03;09;0,10003
23.03. 10:00;23;03;10;0,13842
23.03. 11:00;23;03;11;0,15033
23.03. 12:00;23;03;12;0,1495
23.03. 13:00;23;03;13;0,15471
23.03. 14:00;23;03;14;0,15489
23.03. 15:00;23;03;15;0,15449
23.03. 16:00;23;03;16;0,16587
23.03. 17:00;23;03;17;0,18628
23.03. 18:00;23;03;18;0,19574
23.03. 19:00;23;03;19;0,19341
23.03. 20:00;23;03;20;0,18889
23.03. 21:00;23;03;21;0,16893
23.03. 22:00;23;03;22;0,11492
23.03. 23:00;23;03;23;0,074173
24.03. 00:00;24;03;00;0,058826
24.03. 01:00;24;03;01;0,042101
24.03. 02:00;24;03;02;0,031946
24.03. 03:00;24;03;03;0,02846
24.03. 04:00;24;03;04;0,026505
24.03. 05:00;24;03;05;0,025075
24.03. 06:00;24;03;06;0,048821
24.03. 07:00;24;03;07;0,048847
24.03. 08:00;24;03;08;0,037989
24.03. 09:00;24;03;09;0,074072
24.03. 10:00;24;03;10;0,11843
24.03. 11:00;24;03;11;0,13159
24.03. 12:00;24;03;12;0,13149
24.03. 13:00;24;03;13;0,12244
24.03. 14:00;24;03;14;0,11768
24.03. 15:00;24;03;15;0,1182
24.03. 16:00;24;03;16;0,12172
24.03. 17:00;24;03;17;0,14205
24.03. 18:00;24;03;18;0,15745
24.03. 19:00;24;03;19;0,16512
24.03. 20:00;24;03;20;0,166
24.03. 21:00;24;03;21;0,14902
24.03. 22:00;24;03;22;0,10173
24.03. 23:00;24;03;23;0,065421
25.03. 00:00;25;03;00;0,058852
25.03. 01:00;25;03;01;0,037011
25.03. 02:00;25;03;02;0,029965
25.03. 03:00;25;03;03;0,029263
25.03. 04:00;25;03;04;0,03004
25.03. 05:00;25;03;05;0,028009
25.03. 06:00;25;03;06;0,05682
25.03. 07:00;25;03;07;0,06665
25.03. 08:00;25;03;08;0,072668
25.03. 09:00;25;03;09;0,1086
25.03. 10:00;25;03;10;0,13952
25.03. 11:00;25;03;11;0,15118
25.03. 12:00;25;03;12;0,14566
25.03. 13:00;25;03;13;0,14057
25.03. 14:00;25;03;14;0,14155
25.03. 15:00;25;03;15;0,15672
25.03. 16:00;25;03;16;0,16778
25.03. 17:00;25;03;17;0,18731
25.03. 18:00;25;03;18;0,2071
25.03. 19:00;25;03;19;0,21189
25.03. 20:00;25;03;20;0,21339
25.03. 21:00;25;03;21;0,19742
25.03. 22:00;25;03;22;0,151
25.03. 23:00;25;03;23;0,097643
26.03. 00:00;26;03;00;0,058852
26.03. 01:00;26;03;01;0,037011
26.03. 02:00;26;03;02;0,029965
26.03. 03:00;26;03;03;0,029263
26.03. 04:00;26;03;04;0,03004
26.03. 05:00;26;03;05;0,028009
26.03. 06:00;26;03;06;0,05682
26.03. 07:00;26;03;07;0,06665
26.03. 08:00;26;03;08;0,072668
26.03. 09:00;26;03;09;0,1086
26.03. 10:00;26;03;10;0,13952
26.03. 11:00;26;03;11;0,15118
26.03. 12:00;26;03;12;0,14566
26.03. 13:00;26;03;13;0,14057
26.03. 14:00;26;03;14;0,14155
26.03. 15:00;26;03;15;0,15672
26.03. 16:00;26;03;16;0,16778
26.03. 17:00;26;03;17;0,18731
26.03. 18:00;26;03;18;0,2071
26.03. 19:00;26;03;19;0,21189
26.03. 20:00;26;03;20;0,21339
26.03. 21:00;26;03;21;0,19742
26.03. 22:00;26;03;22;0,151
26.03. 23:00;26;03;23;0,097643
27.03. 00:00;27;03;00;0,058852
27.03. 01:00;27;03;01;0,037011
27.03. 02:00;27;03;02;0,029965
27.03. 03:00;27;03;03;0,029263
27.03. 04:00;27;03;04;0,03004
27.03. 05:00;27;03;05;0,028009
27.03. 06:00;27;03;06;0,05682
27.03. 07:00;27;03;07;0,06665
27.03. 08:00;27;03;08;0,072668
27.03. 09:00;27;03;09;0,1086
27.03. 10:00;27;03;10;0,13952
27.03. 11:00;27;03;11;0,15118
27.03. 12:00;27;03;12;0,14566
27.03. 13:00;27;03;13;0,14057
27.03. 14:00;27;03;14;0,14155
27.03. 15:00;27;03;15;0,15672
27.03. 16:00;27;03;16;0,16778
27.03. 17:00;27;03;17;0,18731
27.03. 18:00;27;03;18;0,2071
27.03. 19:00;27;03;19;0,21189
27.03. 20:00;27;03;20;0,21339
27.03. 21:00;27;03;21;0,19742
27.03. 22:00;27;03;22;0,151
27.03. 23:00;27;03;23;0,097643
28.03. 00:00;28;03;00;0,058852
28.03. 01:00;28;03;01;0,037011
28.03. 02:00;28;03;02;0,029965
28.03. 03:00;28;03;03;0,029263
28.03. 04:00;28;03;04;0,03004
28.03. 05:00;28;03;05;0,028009
28.03. 06:00;28;03;06;0,05682
28.03. 07:00;28;03;07;0,06665
28.03. 08:00;28;03;08;0,072668
28.03. 09:00;28;03;09;0,1086
28.03. 10:00;28;03;10;0,13952
28.03. 11:00;28;03;11;0,15118
28.03. 12:00;28;03;12;0,14566
28.03. 13:00;28;03;13;0,14057
28.03. 14:00;28;03;14;0,14155
28.03. 15:00;28;03;15;0,15672
28.03. 16:00;28;03;16;0,16778
28.03. 17:00;28;03;17;0,18731
28.03. 18:00;28;03;18;0,2071
28.03. 19:00;28;03;19;0,21189
28.03. 20:00;28;03;20;0,21339
28.03. 21:00;28;03;21;0,19742
28.03. 22:00;28;03;22;0,151
28.03. 23:00;28;03;23;0,097643
29.03. 00:00;29;03;00;0,058852
29.03. 01:00;29;03;01;0,037011
29.03. 02:00;29;03;02;0,029965
29.03. 03:00;29;03;03;0,029263
29.03. 04:00;29;03;04;0,03004
29.03. 05:00;29;03;05;0,028009
29.03. 06:00;29;03;06;0,05682
29.03. 07:00;29;03;07;0,06665
29.03. 08:00;29;03;08;0,072668
29.03. 09:00;29;03;09;0,1086
29.03. 10:00;29;03;10;0,13952
29.03. 11:00;29;03;11;0,15118
29.03. 12:00;29;03;12;0,14566
29.03. 13:00;29;03;13;0,14057
29.03. 14:00;29;03;14;0,14155
29.03. 15:00;29;03;15;0,15672
29.03. 16:00;29;03;16;0,16778
29.03. 17:00;29;03;17;0,18731
29.03. 18:00;29;03;18;0,2071
29.03. 19:00;29;03;19;0,21189
29.03. 20:00;29;03;20;0,21339
29.03. 21:00;29;03;21;0,19742
29.03. 22:00;29;03;22;0,151
29.03. 23:00;29;03;23;0,097643
30.03. 00:00;30;03;00;0,065496
30.03. 01:00;30;03;01;0,042553
30.03. 02:00;30;03;02;0,030817
30.03. 03:00;30;03;03;0,028661
30.03. 04:00;30;03;04;0,026429
30.03. 05:00;30;03;05;0,025451
30.03. 06:00;30;03;06;0,052508
30.03. 07:00;30;03;07;0,060381
30.03. 08:00;30;03;08;0,06176
30.03. 09:00;30;03;09;0,10003
30.03. 10:00;30;03;10;0,13842
30.03. 11:00;30;03;11;0,15033
30.03. 12:00;30;03;12;0,1495
30.03. 13:00;30;03;13;0,15471
30.03. 14:00;30;03;14;0,15489
30.03. 15:00;30;03;15;0,15449
30.03. 16:00;30;03;16;0,16587
30.03. 17:00;30;03;17;0,18628
30.03. 18:00;30;03;18;0,19574
30.03. 19:00;30;03;19;0,19341
30.03. 20:00;30;03;20;0,18889
30.03. 21:00;30;03;21;0,16893
30.03. 22:00;30;03;22;0,11492
30.03. 23:00;30;03;23;0,074173
31.03. 00:00;31;03;00;0,058826
31.03. 01:00;31;03;01;0,042101
31.03. 02:00;31;03;02;0,031946
31.03. 03:00;31;03;03;0,02846
31.03. 04:00;31;03;04;0,026505
31.03. 05:00;31;03;05;0,025075
31.03. 06:00;31;03;06;0,048821
31.03. 07:00;31;03;07;0,048847
31.03. 08:00;31;03;08;0,037989
31.03. 09:00;31;03;09;0,074072
31.03. 10:00;31;03;10;0,11843
31.03. 11:00;31;03;11;0,13159
31.03. 12:00;31;03;12;0,13149
31.03. 13:00;31;03;13;0,12244
31.03. 14:00;31;03;14;0,11768
31.03. 15:00;31;03;15;0,1182
31.03. 16:00;31;03;16;0,12172
31.03. 17:00;31;03;17;0,14205
31.03. 18:00;31;03;18;0,15745
31.03. 19:00;31;03;19;0,16512
31.03. 20:00;31;03;20;0,166
31.03. 21:00;31;03;21;0,14902
31.03. 22:00;31;03;22;0,10173
31.03. 23:00;31;03;23;0,065421
01.04. 00:00;01;04;00;0,058852
01.04. 01:00;01;04;01;0,037011
01.04. 02:00;01;04;02;0,029965
01.04. 03:00;01;04;03;0,029263
01.04. 04:00;01;04;04;0,03004
01.04. 05:00;01;04;05;0,028009
01.04. 06:00;01;04;06;0,05682
01.04. 07:00;01;04;07;0,06665
01.04. 08:00;01;04;08;0,072668
01.04. 09:00;01;04;09;0,1086
01.04. 10:00;01;04;10;0,13952
01.04. 11:00;01;04;11;0,15118
01.04. 12:00;01;04;12;0,14566
01.04. 13:00;01;04;13;0,14057
01.04. 14:00;01;04;14;0,14155
01.04. 15:00;01;04;15;0,15672
01.04. 16:00;01;04;16;0,16778
01.04. 17:00;01;04;17;0,18731
01.04. 18:00;01;04;18;0,2071
01.04. 19:00;01;04;19;0,21189
01.04. 20:00;01;04;20;0,21339
01.04. 21:00;01;04;21;0,19742
01.04. 22:00;01;04;22;0,151
01.04. 23:00;01;04;23;0,097643
02.04. 00:00;02;04;00;0,058852
02.04. 01:00;02;04;01;0,037011
02.04. 02:00;02;04;02;0,029965
02.04. 03:00;02;04;03;0,029263
02.04. 04:00;02;04;04;0,03004
02.04. 05:00;02;04;05;0,028009
02.04. 06:00;02;04;06;0,05682
02.04. 07:00;02;04;07;0,06665
02.04. 08:00;02;04;08;0,072668
02.04. 09:00;02;04;09;0,1086
02.04. 10:00;02;04;10;0,13952
02.04. 11:00;02;04;11;0,15118
02.04. 12:00;02;04;12;0,14566
02.04. 13:00;02;04;13;0,14057
02.04. 14:00;02;04;14;0,14155
02.04. 15:00;02;04;15;0,15672
02.04. 16:00;02;04;16;0,16778
02.04. 17:00;02;04;17;0,18731
02.04. 18:00;02;04;18;0,2071
02.04. 19:00;02;04;19;0,21189
02.04. 20:00;02;04;20;0,21339
02.04. 21:00;02;04;21;0,19742
02.04. 22:00;02;04;22;0,151
02.04. 23:00;02;04;23;0,097643
03.04. 00:00;03;04;00;0,058852
03.04. 01:00;03;04;01;0,037011
03.04. 02:00;03;04;02;0,029965
03.04. 03:00;03;04;03;0,029263
03.04. 04:00;03;04;04;0,03004
03.04. 05:00;03;04;05;0,028009
03.04. 06:00;03;04;06;0,05682
03.04. 07:00;03;04;07;0,06665
03.04. 08:00;03;04;08;0,072668
03.04. 09:00;03;04;09;0,1086
03.04. 10:00;03;04;10;0,13952
03.04. 11:00;03;04;11;0,15118
03.04. 12:00;03;04;12;0,14566
03.04. 13:00;03;04;13;0,14057
03.04. 14:00;03;04;14;0,14155
03.04. 15:00;03;04;15;0,15672
03.04. 16:00;03;04;16;0,16778
03.04. 17:00;03;04;17;0,18731
03.04. 18:00;03;04;18;0,2071
03.04. 19:00;03;04;19;0,21189
03.04. 20:00;03;04;20;0,21339
03.04. 21:00;03;04;21;0,19742
03.04. 22:00;03;04;22;0,151
03.04. 23:00;03;04;23;0,097643
04.04. 00:00;04;04;00;0,058852
04.04. 01:00;04;04;01;0,037011
04.04. 02:00;04;04;02;0,029965
04.04. 03:00;04;04;03;0,029263
04.04. 04:00;04;04;04;0,03004
04.04. 05:00;04;04;05;0,028009
04.04. 06:00;04;04;06;0,05682
04.04. 07:00;04;04;07;0,06665
04.04. 08:00;04;04;08;0,072668
04.04. 09:00;04;04;09;0,1086
04.04. 10:00;04;04;10;0,13952
04.04. 11:00;04;04;11;0,15118
04.04. 12:00;04;04;12;0,14566
04.04. 13:00;04;04;13;0,14057
04.04. 14:00;04;04;14;0,14155
04.04. 15:00;04;04;15;0,15672
04.04. 16:00;04;04;16;0,16778
04.04. 17:00;04;04;17;0,18731
04.04. 18:00;04;04;18;0,2071
04.04. 19:00;04;04;19;0,21189
04.04. 20:00;04;04;20;0,21339
04.04. 21:00;04;04;21;0,19742
04.04. 22:00;04;04;22;0,151
04.04. 23:00;04;04;23;0,097643
05.04. 00:00;05;04;00;0,058852
05.04. 01:00;05;04;01;0,037011
05.04. 02:00;05;04;02;0,029965
05.04. 03:00;05;04;03;0,029263
05.04. 04:00;05;04;04;0,03004
05.04. 05:00;05;04;05;0,028009
05.04. 06:00;05;04;06;0,05682
05.04. 07:00;05;04;07;0,06665
05.04. 08:00;05;04;08;0,072668
05.04. 09:00;05;04;09;0,1086
05.04. 10:00;05;04;10;0,13952
05.04. 11:00;05;04;11;0,15118
05.04. 12:00;05;04;12;0,14566
05.04. 13:00;05;04;13;0,14057
05.04. 14:00;05;04;14;0,14155
05.04. 15:00;05;04;15;0,15672
05.04. 16:00;05;04;16;0,16778
05.04. 17:00;05;04;17;0,18731
05.04. 18:00;05;04;18;0,2071
05.04. 19:00;05;04;19;0,21189
05.04. 20:00;05;04;20;0,21339
05.04. 21:00;05;04;21;0,19742
05.04. 22:00;05;04;22;0,151
05.04. 23:00;05;04;23;0,097643
06.04. 00:00;06;04;00;0,065496
06.04. 01:00;06;04;01;0,042553
06.04. 02:00;06;04;02;0,030817
06.04. 03:00;06;04;03;0,028661
06.04. 04:00;06;04;04;0,026429
06.04. 05:00;06;04;05;0,025451
06.04. 06:00;06;04;06;0,052508
06.04. 07:00;06;04;07;0,060381
06.04. 08:00;06;04;08;0,06176
06.04. 09:00;06;04;09;0,10003
06.04. 10:00;06;04;10;0,13842
06.04. 11:00;06;04;11;0,15033
06.04. 12:00;06;04;12;0,1495
06.04. 13:00;06;04;13;0,15471
06.04. 14:00;06;04;14;0,15489
06.04. 15:00;06;04;15;0,15449
06.04. 16:00;06;04;16;0,16587
06.04. 17:00;06;04;17;0,18628
06.04. 18:00;06;04;18;0,19574
06.04. 19:00;06;04;19;0,19341
06.04. 20:00;06;04;20;0,18889
06.04. 21:00;06;04;21;0,16893
06.04. 22:00;06;04;22;0,11492
06.04. 23:00;06;04;23;0,074173
07.04. 00:00;07;04;00;0,058826
07.04. 01:00;07;04;01;0,042101
07.04. 02:00;07;04;02;0,031946
07.04. 03:00;07;04;03;0,02846
07.04. 04:00;07;04;04;0,026505
07.04. 05:00;07;04;05;0,025075
07.04. 06:00;07;04;06;0,048821
07.04. 07:00;07;04;07;0,048847
07.04. 08:00;07;04;08;0,037989
07.04. 09:00;07;04;09;0,074072
07.04. 10:00;07;04;10;0,11843
07.04. 11:00;07;04;11;0,13159
07.04. 12:00;07;04;12;0,13149
07.04. 13:00;07;04;13;0,12244
07.04. 14:00;07;04;14;0,11768
07.04. 15:00;07;04;15;0,1182
07.04. 16:00;07;04;16;0,12172
07.04. 17:00;07;04;17;0,14205
07.04. 18:00;07;04;18;0,15745
07.04. 19:00;07;04;19;0,16512
07.04. 20:00;07;04;20;0,166
07.04. 21:00;07;04;21;0,14902
07.04. 22:00;07;04;22;0,10173
07.04. 23:00;07;04;23;0,065421
08.04. 00:00;08;04;00;0,058852
08.04. 01:00;08;04;01;0,037011
08.04. 02:00;08;04;02;0,029965
08.04. 03:00;08;04;03;0,029263
08.04. 04:00;08;04;04;0,03004
08.04. 05:00;08;04;05;0,028009
08.04. 06:00;08;04;06;0,05682
08.04. 07:00;08;04;07;0,06665
08.04. 08:00;08;04;08;0,072668
08.04. 09:00;08;04;09;0,1086
08.04. 10:00;08;04;10;0,13952
08.04. 11:00;08;04;11;0,15118
08.04. 12:00;08;04;12;0,14566
08.04. 13:00;08;04;13;0,14057
08.04. 14:00;08;04;14;0,14155
08.04. 15:00;08;04;15;0,15672
08.04. 16:00;08;04;16;0,16778
08.04. 17:00;08;04;17;0,18731
08.04. 18:00;08;04;18;0,2071
08.04. 19:00;08;04;19;0,21189
08.04. 20:00;08;04;20;0,21339
08.04. 21:00;08;04;21;0,19742
08.04. 22:00;08;04;22;0,151
08.04. 23:00;08;04;23;0,097643
09.04. 00:00;09;04;00;0,058852
09.04. 01:00;09;04;01;0,037011
09.04. 02:00;09;04;02;0,029965
09.04. 03:00;09;04;03;0,029263
09.04. 04:00;09;04;04;0,03004
09.04. 05:00;09;04;05;0,028009
09.04. 06:00;09;04;06;0,05682
09.04. 07:00;09;04;07;0,06665
09.04. 08:00;09;04;08;0,072668
09.04. 09:00;09;04;09;0,1086
09.04. 10:00;09;04;10;0,13952
09.04. 11:00;09;04;11;0,15118
09.04. 12:00;09;04;12;0,14566
09.04. 13:00;09;04;13;0,14057
09.04. 14:00;09;04;14;0,14155
09.04. 15:00;09;04;15;0,15672
09.04. 16:00;09;04;16;0,16778
09.04. 17:00;09;04;17;0,18731
09.04. 18:00;09;04;18;0,2071
09.04. 19:00;09;04;19;0,21189
09.04. 20:00;09;04;20;0,21339
09.04. 21:00;09;04;21;0,19742
09.04. 22:00;09;04;22;0,151
09.04. 23:00;09;04;23;0,097643
10.04. 00:00;10;04;00;0,058852
10.04. 01:00;10;04;01;0,037011
10.04. 02:00;10;04;02;0,029965
10.04. 03:00;10;04;03;0,029263
10.04. 04:00;10;04;04;0,03004
10.04. 05:00;10;04;05;0,028009
10.04. 06:00;10;04;06;0,05682
10.04. 07:00;10;04;07;0,06665
10.04. 08:00;10;04;08;0,072668
10.04. 09:00;10;04;09;0,1086
10.04. 10:00;10;04;10;0,13952
10.04. 11:00;10;04;11;0,15118
10.04. 12:00;10;04;12;0,14566
10.04. 13:00;10;04;13;0,14057
10.04. 14:00;10;04;14;0,14155
10.04. 15:00;10;04;15;0,15672
10.04. 16:00;10;04;16;0,16778
10.04. 17:00;10;04;17;0,18731
10.04. 18:00;10;04;18;0,2071
10.04. 19:00;10;04;19;0,21189
10.04. 20:00;10;04;20;0,21339
10.04. 21:00;10;04;21;0,19742
10.04. 22:00;10;04;22;0,151
10.04. 23:00;10;04;23;0,097643
11.04. 00:00;11;04;00;0,058852
11.04. 01:00;11;04;01;0,037011
11.04. 02:00;11;04;02;0,029965
11.04. 03:00;11;04;03;0,029263
11.04. 04:00;11;04;04;0,03004
11.04. 05:00;11;04;05;0,028009
11.04. 06:00;11;04;06;0,05682
11.04. 07:00;11;04;07;0,06665
11.04. 08:00;11;04;08;0,072668
11.04. 09:00;11;04;09;0,1086
11.04. 10:00;11;04;10;0,13952
11.04. 11:00;11;04;11;0,15118
11.04. 12:00;11;04;12;0,14566
11.04. 13:00;11;04;13;0,14057
11.04. 14:00;11;04;14;0,14155
11.04. 15:00;11;04;15;0,15672
11.04. 16:00;11;04;16;0,16778
11.04. 17:00;11;04;17;0,18731
11.04. 18:00;11;04;18;0,2071
11.04. 19:00;11;04;19;0,21189
11.04. 20:00;11;04;20;0,21339
11.04. 21:00;11;04;21;0,19742
11.04. 22:00;11;04;22;0,151
11.04. 23:00;11;04;23;0,097643
12.04. 00:00;12;04;00;0,058852
12.04. 01:00;12;04;01;0,037011
12.04. 02:00;12;04;02;0,029965
12.04. 03:00;12;04;03;0,029263
12.04. 04:00;12;04;04;0,03004
12.04. 05:00;12;04;05;0,028009
12.04. 06:00;12;04;06;0,05682
12.04. 07:00;12;04;07;0,06665
12.04. 08:00;12;04;08;0,072668
12.04. 09:00;12;04;09;0,1086
12.04. 10:00;12;04;10;0,13952
12.04. 11:00;12;04;11;0,15118
12.04. 12:00;12;04;12;0,14566
12.04. 13:00;12;04;13;0,14057
12.04. 14:00;12;04;14;0,14155
12.04. 15:00;12;04;15;0,15672
12.04. 16:00;12;04;16;0,16778
12.04. 17:00;12;04;17;0,18731
12.04. 18:00;12;04;18;0,2071
12.04. 19:00;12;04;19;0,21189
12.04. 20:00;12;04;20;0,21339
12.04. 21:00;12;04;21;0,19742
12.04. 22:00;12;04;22;0,151
12.04. 23:00;12;04;23;0,097643
13.04. 00:00;13;04;00;0,065496
13.04. 01:00;13;04;01;0,042553
13.04. 02:00;13;04;02;0,030817
13.04. 03:00;13;04;03;0,028661
13.04. 04:00;13;04;04;0,026429
13.04. 05:00;13;04;05;0,025451
13.04. 06:00;13;04;06;0,052508
13.04. 07:00;13;04;07;0,060381
13.04. 08:00;13;04;08;0,06176
13.04. 09:00;13;04;09;0,10003
13.04. 10:00;13;04;10;0,13842
13.04. 11:00;13;04;11;0,15033
13.04. 12:00;13;04;12;0,1495
13.04. 13:00;13;04;13;0,15471
13.04. 14:00;13;04;14;0,15489
13.04. 15:00;13;04;15;0,15449
13.04. 16:00;13;04;16;0,16587
13.04. 17:00;13;04;17;0,18628
13.04. 18:00;13;04;18;0,19574
13.04. 19:00;13;04;19;0,19341
13.04. 20:00;13;04;20;0,18889
13.04. 21:00;13;04;21;0,16893
13.04. 22:00;13;04;22;0,11492
13.04. 23:00;13;04;23;0,074173
14.04. 00:00;14;04;00;0,058826
14.04. 01:00;14;04;01;0,042101
14.04. 02:00;14;04;02;0,031946
14.04. 03:00;14;04;03;0,02846
14.04. 04:00;14;04;04;0,026505
14.04. 05:00;14;04;05;0,025075
14.04. 06:00;14;04;06;0,048821
14.04. 07:00;14;04;07;0,048847
14.04. 08:00;14;04;08;0,037989
14.04. 09:00;14;04;09;0,074072
14.04. 10:00;14;04;10;0,11843
14.04. 11:00;14;04;11;0,13159
14.04. 12:00;14;04;12;0,13149
14.04. 13:00;14;04;13;0,12244
14.04. 14:00;14;04;14;0,11768
14.04. 15:00;14;04;15;0,1182
14.04. 16:00;14;04;16;0,12172
14.04. 17:00;14;04;17;0,14205
14.04. 18:00;14;04;18;0,15745
14.04. 19:00;14;04;19;0,16512
14.04. 20:00;14;04;20;0,166
14.04. 21:00;14;04;21;0,14902
14.04. 22:00;14;04;22;0,10173
14.04. 23:00;14;04;23;0,065421
15.04. 00:00;15;04;00;0,058852
15.04. 01:00;15;04;01;0,037011
15.04. 02:00;15;04;02;0,029965
15.04. 03:00;15;04;03;0,029263
15.04. 04:00;15;04;04;0,03004
15.04. 05:00;15;04;05;0,028009
15.04. 06:00;15;04;06;0,05682
15.04. 07:00;15;04;07;0,06665
15.04. 08:00;15;04;08;0,072668
15.04. 09:00;15;04;09;0,1086
15.04. 10:00;15;04;10;0,13952
15.04. 11:00;15;04;11;0,15118
15.04. 12:00;15;04;12;0,14566
15.04. 13:00;15;04;13;0,14057
15.04. 14:00;15;04;14;0,14155
15.04. 15:00;15;04;15;0,15672
15.04. 16:00;15;04;16;0,16778
15.04. 17:00;15;04;17;0,18731
15.04. 18:00;15;04;18;0,2071
15.04. 19:00;15;04;19;0,21189
15.04. 20:00;15;04;20;0,21339
15.04. 21:00;15;04;21;0,19742
